run,token_index,context_tokens,decode_ms,sampling_ms,loop_ms
0,437,676,80.5187,1.3878,81.9065
0,438,677,79.4474,1.4425,80.8899
0,439,678,82.115,1.2639,83.3789
0,440,679,80.2972,1.449,81.7462
0,441,680,77.4393,1.2833,78.7226
0,442,681,75.4223,1.2739,76.6962
0,443,682,79.0865,2.3087,81.3952
0,444,683,77.7929,1.2341,79.027
0,445,684,74.7678,1.7114,76.4792
0,446,685,81.6651,1.9467,83.6118
0,447,686,77.5167,1.4272,78.9439
0,448,687,78.9146,1.4769,80.3915
0,449,688,80.1828,1.4868,81.6696
0,450,689,77.1384,1.3158,78.4542
0,451,690,81.6408,1.2713,82.9121
0,452,691,83.2494,1.2641,84.5135
0,453,692,77.7722,1.8089,79.5811
0,454,693,74.8528,1.4377,76.2905
0,455,694,82.4756,2.2108,84.6864
0,456,695,83.0141,1.1998,84.2139
0,457,696,70.8565,1.4232,72.2797
0,458,697,76.9452,1.1884,78.1336
0,459,698,71.2743,1.2727,72.547
0,460,699,77.7624,1.3246,79.087
0,461,700,71.9841,2.398,74.3821
0,462,701,76.2224,1.7985,78.0209
0,463,702,76.3465,1.7695,78.116
0,464,703,79.3309,1.5916,80.9225
0,465,704,78.739,2.3354,81.0744
0,466,705,78.2016,1.3718,79.5734
0,467,706,81.6801,1.665,83.3451
0,468,707,77.8841,2.1361,80.0202
0,469,708,81.2013,1.8851,83.0864
0,470,709,74.4361,1.3003,75.7364
0,471,710,74.6977,1.2669,75.9646
0,472,711,80.7517,1.2825,82.0342
0,473,712,77.5942,1.2317,78.8259
0,474,713,77.8188,1.2291,79.0479
0,475,714,77.514,1.3795,78.8935
0,476,715,77.0854,2.1563,79.2417
0,477,716,85.1976,1.3181,86.5157
0,478,717,75.063,1.4243,76.4873
0,479,718,84.0142,1.5091,85.5233
0,480,719,85.3811,1.272,86.6531
0,481,720,80.3168,1.6185,81.9353
0,482,721,77.7181,1.2776,78.9957
0,483,722,76.4161,1.3674,77.7835
0,484,723,76.3852,1.2251,77.6103
0,485,724,76.0756,1.2769,77.3525
0,486,725,83.6619,1.6464,85.3083
0,487,726,84.056,1.9006,85.9566
0,488,727,75.2814,1.5527,76.8341
0,489,728,87.0655,2.1153,89.1808
0,490,729,84.6307,1.2528,85.8835
0,491,730,87.3825,1.3066,88.6891
0,492,731,80.6087,2.0418,82.6505
0,493,732,71.6227,1.1851,72.8078
0,494,733,73.5147,1.3386,74.8533
0,495,734,73.0066,1.5974,74.604
0,496,735,77.1676,1.2514,78.419
0,497,736,80.3213,2.2387,82.56
0,498,737,80.1794,2.3,82.4794
0,499,738,81.6224,2.0531,83.6755
